CODE,corn,wheat,oat,barley,hay,soybean,horse,cattle,swine,sheep,population
830,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
1270,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
370,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
690,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
670,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
780,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
430,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
350,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
1010,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
190,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
570,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
870,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
310,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
550,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
330,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
90,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
730,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
650,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
30,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
890,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
230,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
170,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
590,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
290,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
1190,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
770,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
1230,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
810,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
510,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
630,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
1250,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
990,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
450,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
1130,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
130,0.0738977706374782,0.0185524988637348,0.0478293817685493,0.0207724559606457,0.0580383713288275,0.0309726390334562,0.0107368082434229,0.0931282914585712,0.0546857473469638,0.0286581353013275,0.497182557065635
